,sub,r2_actual_vs_model,r2_actual_vs_avg,r2_model_increase_from_avg
0,13.0,-0.033403646883326754,-0.45855390641104954,0.4251502595277228
1,14.0,-0.13172422568665842,-0.006052371541502399,-0.12567185414515603
2,17.0,-0.3705103969754244,-0.3705103969754244,0.0
3,29.0,-0.5369582864667906,-0.0035502958579882726,-0.5334079906088023
4,44.0,0.09699247789939591,-0.9535147392290202,1.0505072171284162
5,60.0,-1.28140537696135,-0.6777663934426237,-0.6036389835187264
6,71.0,-0.016949152542372614,-0.016949152542372614,0.0
7,73.0,-0.7981433942799243,-0.023809523809523725,-0.7743338704704006
8,94.0,-6.023812958824915,-11.408333333333324,5.384520374508409
9,95.0,-0.014683783378122373,-0.08537093915133886,0.07068715577321649
10,105.0,-0.06649773356837096,-0.06649773356837096,0.0
11,140.0,-0.5162589265828381,-0.410980224609375,-0.10527870197346312
12,1117.0,-0.022959183673469274,-0.022959183673469274,0.0
13,1132.0,-0.20714365383124944,-0.109375,-0.09776865383124944
14,1136.0,0.0,0.0,0.0
15,1158.0,-0.9709459529909852,-0.7720052083333324,-0.19894074465765277
16,1173.0,-4.169307681422776,-5.135009771373409,0.965702089950633
17,1191.0,0.0,0.0,0.0
18,1202.0,0.0,0.0,0.0
19,1203.0,-14.994818848824076,-14.825683760683766,-0.16913508814030997
20,1207.0,0.0,0.0,0.0
21,1238.0,-8.571327274583707,-6.074999999999995,-2.496327274583712
22,1240.0,-0.2435196195005942,-0.2435196195005942,0.0
23,1243.0,0.0,0.0,0.0
24,1246.0,-0.001953125,-0.001953125,0.0
25,1261.0,-0.0031250000000000444,-0.0031250000000000444,0.0
26,1264.0,-0.045207446397703466,-0.0017969852231380923,-0.04341046117456537
27,1269.0,-0.10546875,-0.10546875,0.0
28,1271.0,-1.0279836947659629,-0.20451084337349434,-0.8234728513924685
29,1272.0,-1.0819145249039344,-0.49362664473684115,-0.5882878801670932
30,1283.0,0.0,0.0,0.0
31,1284.0,-0.0815582695984618,-0.04104727218671167,-0.04051099741175013
32,1305.0,-4.166666666666667,-4.166666666666667,0.0
33,1308.0,-0.6198602997489435,-0.39947213703645956,-0.22038816271248396
34,1313.0,-0.6105355989211043,-0.40960000000000063,-0.2009355989211037
35,1319.0,-3.0509506526059944,-0.16666666666666607,-2.8842839859393283
36,1323.0,-0.40273130230067133,-0.09148180024473196,-0.3112495020559394
37,1338.0,-0.18558533612747063,-0.3495274102079393,0.16394207408046868
38,1341.0,0.0,0.0,0.0
39,1348.0,-1.5901442307692304,-1.5901442307692304,0.0
40,1349.0,-4.095800745191501,-4.095800745191501,0.0
41,1358.0,-0.8694205962376576,-0.607464408063489,-0.26195618817416855
42,1382.0,-0.19419924014080436,-1.2207031249999991,1.0265038848591947
43,1399.0,-0.7788521923679972,-0.0015079923595053835,-0.7773442000084918
44,1401.0,0.0,0.0,0.0
45,1402.0,-5.333468013468014,-5.333468013468014,0.0
46,1404.0,0.0,0.0,0.0
47,1414.0,-0.7292046538174677,-0.14201556911424373,-0.587189084703224
48,1426.0,-5.765386262531284,-4.761507779969316,-1.0038784825619684
49,1430.0,-0.7071727522008939,-0.7071727522008939,0.0
50,1431.0,0.0,0.0,0.0
51,1442.0,-1.0541228173357888,-0.42438616071428514,-0.6297366566215037
52,1687.0,-0.33833982637160154,-0.6288705540276507,0.29053072765604915
53,1688.0,-0.22512890356255788,-0.04628585428073673,-0.17884304928182115
54,1692.0,-0.20169831994156273,-0.20169831994156273,0.0
55,1693.0,-3.0187981949603993,-1.5375999999999999,-1.4811981949603994
56,1697.0,-0.1371950942552378,-0.004557291666666519,-0.13263780258857127
57,1701.0,-0.4000923097611204,-0.27364864864864846,-0.12644366111247196
58,1704.0,-0.08049806123813319,-0.08049806123813319,0.0
59,1707.0,-3.951732536302761,-1.920634920634921,-2.03109761566784
60,1708.0,-0.7335272727272728,-0.7335272727272728,0.0
61,1710.0,-0.2511160714285716,-0.2511160714285716,0.0
62,1712.0,-0.7386864958869901,-2.453075747482268,1.714389251595278
63,1715.0,-0.13140389800079277,-0.5356006736526946,0.4041967756519018
64,1716.0,-0.08288513568570433,-0.1428417377469393,0.05995660206123499
65,1718.0,0.14394943557489948,-1.442542342014205,1.5864917775891043
66,1719.0,-0.32436250656453147,-1.8436592294679053,1.5192967229033738
67,1721.0,-0.012228260869564966,-0.012228260869564966,0.0
68,1725.0,-0.07151293100756928,-0.014077467721782977,-0.0574354632857863
69,1726.0,0.0,0.0,0.0
70,1727.0,-0.3117300893392372,-0.18792929292929306,-0.12380079640994412
71,1730.0,-1.4997314857199946,-0.6901408450704225,-0.8095906406495721
72,1732.0,0.13273271491877126,-0.007385253906249556,0.1401179688250208
73,1735.0,1.0,1.0,0.0
74,1736.0,-0.12414580655732177,-0.507929104477612,0.3837832979202902
75,1737.0,-3.0581818181818177,-3.0581818181818177,0.0
76,1738.0,-1.728758169934641,-1.728758169934641,0.0
77,1740.0,-0.06890625000000017,-0.06890625000000017,0.0
78,1742.0,-8.94178292199852,-7.245028409090915,-1.6967545129076047
79,1743.0,-0.02710729529783884,-1.11356784986413,1.086460554566291
80,1746.0,-0.01249256837098689,-0.01249256837098689,0.0
81,1747.0,-4.119847646874672,-4.119847646874672,0.0
82,1749.0,-1.5862071276566776,-0.3606201799485862,-1.2255869477080914
83,1752.0,-17.7953607940357,-20.848700605197585,3.0533398111618837
84,1753.0,-0.20426570957540724,-0.06695153387055575,-0.1373141757048515
85,1756.0,-1.4478301015697137,-1.4478301015697137,0.0
86,1757.0,-0.41950972308115153,-0.41950972308115153,0.0
87,1758.0,0.0,0.0,0.0
88,1759.0,-5.271605534115292,-6.747033000161404,1.4754274660461126
89,1760.0,-12.996577702031631,-3.8757470902799573,-9.120830611751675
90,1763.0,-0.31544354086919446,-0.002691125654866955,-0.3127524152143275
91,1765.0,-0.6299398996065404,-0.6409959575839244,0.01105605797738396
92,1766.0,-0.9839549278968003,-1.2022724345956872,0.21831750669888694
93,1767.0,-0.810214921698643,-0.18182785146474179,-0.6283870702339012
94,1769.0,-1.445098747934435,-3.249999999999999,1.804901252065564
95,1770.0,-0.9999640601028952,-1.3212855871886116,0.3213215270857164
96,1771.0,-0.5462777266576295,-0.22318859813349912,-0.3230891285241304
97,1774.0,0.0,0.0,0.0
98,1778.0,-1.3296639683942781,-1.0425673303102498,-0.2870966380840283
99,1780.0,-5.120549414412105,-1.904000075301441,-3.216549339110664
100,1781.0,-9.294773280716868,-3.657225599083474,-5.637547681633394
101,1784.0,-0.6470588235294121,-0.6470588235294121,0.0
102,1785.0,-0.21530926124864158,-0.07419353455116284,-0.14111572669747874
103,1789.0,0.0,0.0,0.0
104,1794.0,0.1189886366024332,-0.00039629034716437417,0.11938492694959757
105,1795.0,0.0,0.0,0.0
106,1798.0,-3.7940832604675343,-3.7940832604675343,0.0
107,1799.0,0.049744636849715196,-0.13995598563060274,0.18970062248031794
108,1800.0,-0.5245513748749668,-0.03218979728224558,-0.49236157759272126
109,1801.0,-0.2060513720239845,-0.12090197580865869,-0.0851493962153258
110,1803.0,-0.4838968723584107,-0.4838968723584107,0.0
111,1804.0,-0.5120471320502502,-0.17626953124999956,-0.33577760080025065
112,1806.0,-3.195479346181238,-6.297179791216201,3.101700445034963
113,1809.0,-0.6090902323776168,-1.7195633438667053,1.1104731114890884
114,1811.0,-0.06371022412765415,-0.02676659528907943,-0.036943628838574716
115,1812.0,-2.9895294216734856,-3.715130341306101,0.7256009196326154
116,1816.0,-9.607244287784217e+29,-2.0847164714999727e+29,-7.522527816284245e+29
117,1817.0,-0.5997001399373583,-1.1779142043431818,0.5782140644058236
118,1819.0,-0.4945461114824259,-0.10507680369050898,-0.3894693077919169
119,1823.0,0.0,0.0,0.0
120,1824.0,-0.9922085666620764,-0.11846111476057852,-0.8737474519014978
121,1825.0,-2.2342644583509617,-1.4252706775309756,-0.8089937808199861
122,1827.0,-3.3894890144831678,-6.823165038781959,3.4336760242987916
123,1828.0,-0.241499111245703,-0.13497082017935536,-0.10652829106634765
124,1830.0,0.08130705444721587,-0.0177427356110742,0.09904979005829007
125,1831.0,-1.3570626903960235,-1.3570626903960235,0.0
126,1832.0,-0.03392937340189195,-0.21272850790513798,0.17879913450324603
127,1835.0,-0.3789208232243588,-0.05216049382716048,-0.32676032939719835
128,1836.0,-5.541136271274173,-8.153171856978085,2.6120355857039126
129,1837.0,-1.4150257189837263,-0.7202637894727986,-0.6947619295109277
130,1839.0,0.5799863760468876,-2.071293937322416e-05,0.5800070889862609
131,1840.0,-2.4669950215190735,-2.2744939271255067,-0.19250109439356677
132,1842.0,-0.18102873585290125,-0.4255788082572187,0.24455007240431748
133,1844.0,0.0,0.0,0.0
134,1846.0,-0.038536301709587883,-0.0947126790234849,0.05617637731389702
135,1849.0,-0.15384615384615374,-0.15384615384615374,0.0
136,1850.0,-0.3244598765432096,-0.3244598765432096,0.0
137,1853.0,0.15297146969499364,-1.382695895522387,1.5356673652173805
138,1854.0,-1.0019689660523023,-1.0654348269833238,0.06346586093102147
139,1856.0,-0.5032190261571856,-0.028862279029353788,-0.4743567471278318
140,1857.0,-0.6565013809079498,-0.010625737898465104,-0.6458756430094847
141,1859.0,-0.685925839602147,-0.2041666666666666,-0.48175917293548043
142,1862.0,-2.688872309513779,-6.729233848548872,4.040361539035093
143,1866.0,-0.34889089685331,-0.34889089685331,0.0
144,1868.0,0.0,0.0,0.0
145,1869.0,-0.15670170991540866,-0.006184664825729991,-0.15051704508967867
146,1870.0,0.0,0.0,0.0
147,1871.0,-0.03910753488808205,-0.09134808611395062,0.05224055122586857
148,1877.0,-0.9707646247531947,-0.10830596383975144,-0.8624586609134433
149,1883.0,-0.2980191040758682,-0.20875739644970448,-0.0892617076261637
150,1885.0,-4.914210289807134,-3.28335417969564,-1.6308561101114938
151,1888.0,-0.04265122873345906,-0.04265122873345906,0.0
152,1889.0,-0.8256979922051608,-2.1266187584918472,1.3009207662866864
153,1891.0,0.0,0.0,0.0
154,1893.0,-0.4884330284694556,-0.8696722130819805,0.38123918461252493
155,1894.0,-0.11603128011174868,-0.002535406788824579,-0.1134958733229241
156,1896.0,-0.21523879223044706,-0.2634320175438596,0.048193225313412524
157,1898.0,0.0017148307184851053,-0.24628536535721546,0.24800019607570056
158,1899.0,-0.2597902408018997,-6.987669757574366e-05,-0.259720364104324
